video,caption,row_id,revised_caption,action_score,status,assigned_to,assigned_at,build_up,peak_start,peak_end,drop_off,peaks
downloaded_clips/iiqaJGokpEw_25534.mp4,"He then swings a bat at a pinata, missing and hitting the woman behind him in the head.",25534,The moment when the man hits the woman in the head.,6.299554109573364,completed,,,10.472462,14.091217,14.304818,16.562377,"[{""build_up"": 10.472462, ""peak_start"": 14.091217, ""peak_end"": 14.304818, ""drop_off"": 16.562377, ""caption"": ""The moment when the man hits the woman in the head."", ""true_peak_start"": 57.471217, ""true_peak_end"": 57.684818}]"
downloaded_clips/nfjIQXyL7_Y_19085.mp4,A man on the play set walks to the boy and hits the boy camouflage in the head with a chair.,19085,The moment when the man hits the boy with a chair.,6.291186332702637,completed,,,1.721345,7.386044,7.417304,11.633333,"[{""build_up"": 1.721345, ""peak_start"": 7.386044, ""peak_end"": 7.417304, ""drop_off"": 11.633333, ""caption"": ""The moment when the man hits the boy with a chair."", ""true_peak_start"": 7.376044, ""true_peak_end"": 7.407304}]"
downloaded_clips/sVk-Br0zfkA_35653.mp4,She throws the dart onto the board which is show up close.,35653,The moment when the dart hits the board.,6.28933310508728,completed,,,0.066943,3.25983,3.453106,4.389848,"[{""build_up"": 0.066943, ""peak_start"": 3.25983, ""peak_end"": 3.453106, ""drop_off"": 4.389848, ""caption"": ""The moment when the dart hits the board."", ""true_peak_start"": -1.53017, ""true_peak_end"": -1.336894}]"
downloaded_clips/CaQkeVwKiUs_28217.mp4,From behind a suited black man walks behind them and he hits the taller guy in the head and they begin talking to the shorter man.,28217,The moment when the suited black man hits the taller guy in the head.,6.2792816162109375,completed,,,4.992227,9.225492,9.315124,10.996225,"[{""build_up"": 4.992227, ""peak_start"": 9.225492, ""peak_end"": 9.315124, ""drop_off"": 10.996225, ""caption"": ""The moment when the suited black man hits the taller guy in the head."", ""true_peak_start"": 24.225492, ""true_peak_end"": 24.315124}]"
downloaded_clips/r1ZhBGLfRWY_31507.mp4,Instead he hits a girl in the face.,31507,The moment when he hits a girl in the arm.,6.277543544769287,completed,,,5.092227,7.067389,7.320401,9.66357,"[{""build_up"": 5.092227, ""peak_start"": 7.067389, ""peak_end"": 7.320401, ""drop_off"": 9.66357, ""caption"": ""The moment when he hits a girl in the arm."", ""true_peak_start"": 8.767389, ""true_peak_end"": 9.020401}]"
downloaded_clips/--0edUL8zmA_15504.mp4,The player aims directly at one of his opponents and hits him on his leg.,15504,The moment when the player hits his opponent on the leg.,6.269420385360718,completed,,,26.334426,27.45429,27.508541,27.697556,"[{""build_up"": 26.334426, ""peak_start"": 27.45429, ""peak_end"": 27.508541, ""drop_off"": 27.697556, ""caption"": ""The moment when the player hits his opponent on the leg."", ""true_peak_start"": 78.53429, ""true_peak_end"": 78.58854099999999}]"
downloaded_clips/rmaHl5HTcwE_1145.mp4,A person's hand takes off the darts and more darts are shown hitting the board.,1145,The moment when the hand grabs the darts.,6.268613576889038,completed,,,3.076599,12.317438,12.526025,14.858519,"[{""build_up"": 3.076599, ""peak_start"": 12.317438, ""peak_end"": 12.526025, ""drop_off"": 14.858519, ""caption"": ""The moment when the hand grabs the darts."", ""true_peak_start"": 19.637438, ""true_peak_end"": 19.846025}]"
downloaded_clips/vGcH8N8sJlM_3330.mp4,"Suddenly,another boy has a large dodge ball like item that he hits and but then it hits the peg it is the actual ball.",3330,The moment when the blue ball hits the stick.,6.257445573806763,completed,,,8.479543,12.351748,12.407568,12.690574,"[{""build_up"": 8.479543, ""peak_start"": 12.351748, ""peak_end"": 12.407568, ""drop_off"": 12.690574, ""caption"": ""The moment when the blue ball hits the stick."", ""true_peak_start"": 94.121748, ""true_peak_end"": 94.177568}]"
downloaded_clips/RYv3eIxMouY_4482.mp4,He then moves it to the right side and begins to hit the pinata ferociously.,4482,The moment when the person hits the pinata ferociously.,6.25739336013794,completed,,,5.37157,7.518624,7.566127,8.859244,"[{""build_up"": 5.37157, ""peak_start"": 7.518624, ""peak_end"": 7.566127, ""drop_off"": 8.859244, ""caption"": ""The moment when the person hits the pinata ferociously."", ""true_peak_start"": 7.358624, ""true_peak_end"": 7.406127}]"
downloaded_clips/KgGQ6dHKl8U_14645.mp4,He mounts off the horse and hits the cow several times.,14645,The moment when he slams the black cow on the ground.,6.252286434173584,completed,,,4.541521,15.175038,15.505001,20.377033,"[{""build_up"": 4.541521, ""peak_start"": 15.175038, ""peak_end"": 15.505001, ""drop_off"": 20.377033, ""caption"": ""The moment when he slams the black cow on the ground."", ""true_peak_start"": 17.995038, ""true_peak_end"": 18.325001}]"
downloaded_clips/CaQkeVwKiUs_14162.mp4,The black man then takes the head and bowls with it by rolling it down the alley where it hits the pins and then rolls back in the return where the man retrieves the head again but drops it again.,14162,The moment when the head hits the pins.,6.251828670501709,completed,,,8.412156,12.654202,12.860159,13.889925,"[{""build_up"": 8.412156, ""peak_start"": 12.654202, ""peak_end"": 12.860159, ""drop_off"": 13.889925, ""caption"": ""The moment when the head hits the pins."", ""true_peak_start"": 59.074202, ""true_peak_end"": 59.280159}]"
downloaded_clips/mjKcoY18QG0_21109.mp4,"Once Deniro leaves,the gambler then grabs the phone off the wall,hits the owner and proceeds back to the table to continue gambling.",21109,The moment when the gambler hits the owner with a telephone.,6.247947692871094,completed,,,5.835001,6.58126,6.597759,7.211918,"[{""build_up"": 5.835001, ""peak_start"": 6.58126, ""peak_end"": 6.597759, ""drop_off"": 7.211918, ""caption"": ""The moment when the gambler hits the owner with a telephone."", ""true_peak_start"": 135.41126000000003, ""true_peak_end"": 135.427759}]"
downloaded_clips/ssHXm1LqovI_39454.mp4,One of the players falls to the floor with another making a gesture in the background.,39454,The moment when the player hits the floor.,6.239965438842773,completed,,,4.342556,5.542604,5.963795,5.963795,"[{""build_up"": 4.342556, ""peak_start"": 5.542604, ""peak_end"": 5.963795, ""drop_off"": 5.963795, ""caption"": ""The moment when the player hits the floor."", ""true_peak_start"": 2.6026039999999995, ""true_peak_end"": 3.023795}]"
downloaded_clips/FExyWFc1nU0_13404.mp4,The bull falls sideways on the dirt.,13404,The moment when the bull hits the dirt.,6.233672618865967,completed,,,0.0,7.232481,7.39396,7.39396,"[{""build_up"": 0.0, ""peak_start"": 7.232481, ""peak_end"": 7.39396, ""drop_off"": 7.39396, ""caption"": ""The moment when the bull hits the dirt."", ""true_peak_start"": 14.472481, ""true_peak_end"": 14.63396}]"
downloaded_clips/dVLIfsEMD8Y_36864.mp4,A man is throwing darts on to a dart board.,36864,The moment when the man's dart hits the dart board.,6.229248762130737,completed,,,1.399568,6.062914,6.116349,8.942267,"[{""build_up"": 1.399568, ""peak_start"": 6.062914, ""peak_end"": 6.116349, ""drop_off"": 8.942267, ""caption"": ""The moment when the man's dart hits the dart board."", ""true_peak_start"": -0.9370859999999999, ""true_peak_end"": -0.8836510000000004}]"
downloaded_clips/nfjIQXyL7_Y_12687.mp4,We see a boy in camouflage sitting on the shoulders of another boy and hitting him in the head.,12687,The moment when the boy lands on the ground.,6.224050283432007,completed,,,8.184369,9.885614,10.064985,11.633333,"[{""build_up"": 8.184369, ""peak_start"": 9.885614, ""peak_end"": 10.064985, ""drop_off"": 11.633333, ""caption"": ""The moment when the boy lands on the ground."", ""true_peak_start"": 2.8856140000000003, ""true_peak_end"": 3.064985}]"
downloaded_clips/STAvUAslEYM_3517.mp4,A man falls down trying to kick the ball.,3517,The moment when the red man hits the ground,6.219385385513306,completed,,,13.653553,14.790144,14.846321,15.636003,"[{""build_up"": 13.653553, ""peak_start"": 14.790144, ""peak_end"": 14.846321, ""drop_off"": 15.636003, ""caption"": ""The moment when the red man hits the ground."", ""true_peak_start"": 83.320144, ""true_peak_end"": 83.376321}]"
downloaded_clips/E1AVyl1RwF8_37472.mp4,One man is seen holding boxing gloves and hitting a man standing in front of him.,37472,The moment when the man kicks the other man.,6.21625828742981,completed,,,4.265739,5.063879,5.123647,6.352343,"[{""build_up"": 4.265739, ""peak_start"": 5.063879, ""peak_end"": 5.123647, ""drop_off"": 6.352343, ""caption"": ""The moment when the man kicks the other man."", ""true_peak_start"": -1.936121, ""true_peak_end"": -1.876353}]"
downloaded_clips/moUL_qLnNDM_15396.mp4,A bomb comes out of the sky and hits the dog.,15396,The moment when the bomb hits the dog.,6.214789152145386,completed,,,1.078376,3.238303,3.474527,4.8,"[{""build_up"": 1.078376, ""peak_start"": 3.238303, ""peak_end"": 3.474527, ""drop_off"": 4.8, ""caption"": ""The moment when the bomb hits the dog."", ""true_peak_start"": -0.8916969999999997, ""true_peak_end"": -0.6554729999999998}]"
downloaded_clips/jcQy1x8lDaQ_26368.mp4,"The third time when he returns, he throws the ball and hits a strike one more time.",26368,The moment when he rolls the bowling ball.,6.214003801345825,completed,,,11.607205,20.428862,20.525993,22.047124,"[{""build_up"": 11.607205, ""peak_start"": 20.428862, ""peak_end"": 20.525993, ""drop_off"": 22.047124, ""caption"": ""The moment when he rolls the bowling ball."", ""true_peak_start"": 82.348862, ""true_peak_end"": 82.445993}]"
downloaded_clips/XCXcwMyrqYM_13717.mp4,The man hits his last target and walks away.,13717,The moment when the man hits his last target.,6.211028337478638,completed,,,9.402961,20.679836,20.803947,22.066984,"[{""build_up"": 9.402961, ""peak_start"": 20.679836, ""peak_end"": 20.803947, ""drop_off"": 22.066984, ""caption"": ""The moment when the man hits his last target."", ""true_peak_start"": 68.889836, ""true_peak_end"": 69.013947}]"
downloaded_clips/pgBfTJzVB98_18784.mp4,He makes a bulls eye on the dart board.,18784,The moment when the person throws the dart.,6.205113887786865,completed,,,0.0,1.094463,1.30542,5.227696,"[{""build_up"": 0.0, ""peak_start"": 1.094463, ""peak_end"": 1.30542, ""drop_off"": 5.227696, ""caption"": ""The moment when the person throws the dart."", ""true_peak_start"": 34.474463, ""true_peak_end"": 34.68542}]"
downloaded_clips/6HmKyms-U2s_29150.mp4,The boy in brown hits a back hand which goes on the other side Then the boy in red gives the ball to the other player who again serves.,29150,The moment when the boy swings the tennis racket.,6.201297283172607,completed,,,0.0,0.875441,0.979374,2.808537,"[{""build_up"": 0.0, ""peak_start"": 0.875441, ""peak_end"": 0.979374, ""drop_off"": 2.808537, ""caption"": ""The moment when the boy swings the tennis racket."", ""true_peak_start"": 0.43544099999999963, ""true_peak_end"": 0.5393739999999996}]"
downloaded_clips/InavXU3iWBE_21884.mp4,One of the men lays down and the other man hits him.,21884,The moment when the man falls to the ground.,6.193915843963623,completed,,,0.998933,6.955077,7.219573,11.314755,"[{""build_up"": 0.998933, ""peak_start"": 6.955077, ""peak_end"": 7.219573, ""drop_off"": 11.314755, ""caption"": ""The moment when the man falls to the ground."", ""true_peak_start"": 11.895077, ""true_peak_end"": 12.159572999999998}]"
downloaded_clips/kH50-giCeDM_3269.mp4,"The men do rock paper scissors and the right man hits the left with a rock, takes the beer and walks off.",3269,The moment when the man hits the ground.,6.193243503570557,completed,,,2.22124,13.210562,13.314719,15.614076,"[{""build_up"": 2.22124, ""peak_start"": 13.210562, ""peak_end"": 13.314719, ""drop_off"": 15.614076, ""caption"": ""The moment when the man hits the ground."", ""true_peak_start"": 16.890562, ""true_peak_end"": 16.994719}]"
downloaded_clips/UMhZGJqeSuU_16186.mp4,"The crowd cheers, and one of the players hits his knees.",16186,The moment when the player catches the ball.,6.184710502624512,completed,,,5.627636,7.625773,7.722796,8.474656,"[{""build_up"": 5.627636, ""peak_start"": 7.625773, ""peak_end"": 7.722796, ""drop_off"": 8.474656, ""caption"": ""The moment when the player catches the ball."", ""true_peak_start"": 47.185773000000005, ""true_peak_end"": 47.282796000000005}]"
downloaded_clips/Gg8Ha8OPtZ0_34578.mp4,The boy in the red shirt bowls with a large green ball and hits a strike.,34578,The moment when the boy hits a strike.,6.184171199798584,completed,,,0.0,3.059709,3.478673,5.771928,"[{""build_up"": 0.0, ""peak_start"": 3.059709, ""peak_end"": 3.478673, ""drop_off"": 5.771928, ""caption"": ""The moment when the boy hits a strike."", ""true_peak_start"": 10.099708999999999, ""true_peak_end"": 10.518673}]"
downloaded_clips/ZvVnXvKlKbQ_13454.mp4,Bowling pins are getting hit with bowling ball.,13454,The moment when the bowling ball hits the pins.,6.170157909393311,completed,,,11.946364,13.776448,14.083778,15.616713,"[{""build_up"": 11.946364, ""peak_start"": 13.776448, ""peak_end"": 14.083778, ""drop_off"": 15.616713, ""caption"": ""The moment when the bowling ball hits the pins."", ""true_peak_start"": 16.836448, ""true_peak_end"": 17.143778}]"
downloaded_clips/1LdbczjQPII_16221.mp4,A man throws a bowling ball up a hill and it rolls back down and hits pins.,16221,The moment when the bowling ball hits the pins.,6.170157909393311,completed,,,0.0,2.730698,2.842103,3.947632,"[{""build_up"": 0.0, ""peak_start"": 2.730698, ""peak_end"": 2.842103, ""drop_off"": 3.947632, ""caption"": ""The moment when the bowling ball hits the pins."", ""true_peak_start"": 93.730698, ""true_peak_end"": 93.842103}]"
downloaded_clips/QKEFacWrn_8_29425.mp4,"A man is in a skateboard track, then he throws a bowling ball that goes around and hits the pins.",29425,The moment when the bowling ball knocks over the pins.,6.170157909393311,completed,,,7.159263,18.237089,18.340269,22.420427,"[{""build_up"": 7.159263, ""peak_start"": 18.237089, ""peak_end"": 18.340269, ""drop_off"": 22.420427, ""caption"": ""The moment when the bowling ball knocks over the pins."", ""true_peak_start"": 31.417089, ""true_peak_end"": 31.520269}]"
downloaded_clips/2Vf8yqNHaGM_5528.mp4,"He tries to hit the Batman pinata hanging, he missed then he hit him, he go around the pinata to hit it.",5528,The moment when he hits the pinata.,6.161056995391846,completed,,,0.0,1.962834,2.060157,2.795897,"[{""build_up"": 0.0, ""peak_start"": 1.962834, ""peak_end"": 2.060157, ""drop_off"": 2.795897, ""caption"": ""The moment when he hits the pinata."", ""true_peak_start"": -0.10716600000000032, ""true_peak_end"": -0.00984300000000049}]"
downloaded_clips/dDN37ufNu84_16486.mp4,"She explains that she is going to show how to put a spin on the ball, and a yellow ball is shown hitting the table in a spin.",16486,The moment when the yellow ball hits the table in a spin.,6.157827615737915,completed,,,10.522958,13.172961,13.198804,13.471792,"[{""build_up"": 10.522958, ""peak_start"": 13.172961, ""peak_end"": 13.198804, ""drop_off"": 13.471792, ""caption"": ""The moment when the yellow ball hits the table in a spin."", ""true_peak_start"": 6.172961000000001, ""true_peak_end"": 6.198804000000001}]"
downloaded_clips/PWriIL3pTWY_17728.mp4,The man in the pink suit falls down.,17728,The moment when the man gets hit by the trash can.,6.153455257415772,completed,,,7.910105,9.828609,9.85282,11.358487,"[{""build_up"": 7.910105, ""peak_start"": 9.828609, ""peak_end"": 9.85282, ""drop_off"": 11.358487, ""caption"": ""The moment when the man gets hit by the trash can."", ""true_peak_start"": 52.578609, ""true_peak_end"": 52.60282}]"
downloaded_clips/70bS0DkAeDo_1849.mp4,He drops the barbell hard onto the ground.,1849,The moment when the barbell hits the ground.,6.153420209884644,completed,,,7.608736,10.756958,10.79121,11.136289,"[{""build_up"": 7.608736, ""peak_start"": 10.756958, ""peak_end"": 10.79121, ""drop_off"": 11.136289, ""caption"": ""The moment when the barbell hits the ground."", ""true_peak_start"": 26.936957999999997, ""true_peak_end"": 26.97121}]"
downloaded_clips/h5fX5z-unJc_3480.mp4,The man playing pool hits the balls as he continues playing the game.,3480,The moment when the man hits the white ball.,6.145413637161255,completed,,,6.403972,8.053113,8.108085,8.664591,"[{""build_up"": 6.403972, ""peak_start"": 8.053113, ""peak_end"": 8.108085, ""drop_off"": 8.664591, ""caption"": ""The moment when the man hits the white ball."", ""true_peak_start"": 16.783113, ""true_peak_end"": 16.838085}]"
downloaded_clips/xmStXpxlG_I_15390.mp4,A toddler hits a piñata with a bat while it is spinning.,15390,The moment when the toddler hits the piñata with a bat.,6.144545316696167,completed,,,2.545417,3.807258,4.035205,4.873866,"[{""build_up"": 2.545417, ""peak_start"": 3.807258, ""peak_end"": 4.035205, ""drop_off"": 4.873866, ""caption"": ""The moment when the toddler hits the pi\u00f1ata with a bat."", ""true_peak_start"": -3.192742, ""true_peak_end"": -2.9647949999999996}]"
downloaded_clips/N6ERAg1EKcc_29350.mp4,A man helps a small boy hit a pinata with a green bat.,29350,The moment when the boy hits the pinata with a green bat.,6.142690658569336,completed,,,3.126222,8.403026,8.597232,10.516766,"[{""build_up"": 3.126222, ""peak_start"": 8.403026, ""peak_end"": 8.597232, ""drop_off"": 10.516766, ""caption"": ""The moment when the boy hits the pinata with a green bat."", ""true_peak_start"": 1.4030260000000006, ""true_peak_end"": 1.597232}]"
downloaded_clips/uR-o9wILN6U_32210.mp4,The man in blue shirt with cap is hitting the thick rope.,32210,The moment when the man hits the thick rope.,6.138985633850098,completed,,,16.26755,17.000946,17.096453,20.880096,"[{""build_up"": 16.26755, ""peak_start"": 17.000946, ""peak_end"": 17.096453, ""drop_off"": 20.880096, ""caption"": ""The moment when the man hits the thick rope."", ""true_peak_start"": 10.000945999999999, ""true_peak_end"": 10.096453}]"
downloaded_clips/539ByIcbUPs_20790.mp4,She breaks ice cubes by hitting them with a spoon.,20790,The moment when the ice cube breaks as she hits it with a spoon.,6.137399911880493,completed,,,7.86951,8.070291,8.166277,8.374788,"[{""build_up"": 7.86951, ""peak_start"": 8.070291, ""peak_end"": 8.166277, ""drop_off"": 8.374788, ""caption"": ""The moment when the ice cube breaks as she hits it with a spoon."", ""true_peak_start"": 93.480291, ""true_peak_end"": 93.57627699999999}]"
downloaded_clips/CEEJ1gzdmAk_31404.mp4,A player gets knocked to the ice and his helmet too.,31404,The moment when the player hits the ice.,6.136280536651611,completed,,,5.174725,7.308764,7.696881,10.339999,"[{""build_up"": 5.174725, ""peak_start"": 7.308764, ""peak_end"": 7.696881, ""drop_off"": 10.339999, ""caption"": ""The moment when the player hits the ice."", ""true_peak_start"": 47.488764, ""true_peak_end"": 47.876881}]"
downloaded_clips/nKPkHO9ajs8_37830.mp4,He hits a ball away from the goal.,37830,The moment when he hits the ball away from the goal.,6.134766340255737,completed,,,18.654158,19.244462,19.31952,20.290889,"[{""build_up"": 18.654158, ""peak_start"": 19.244462, ""peak_end"": 19.31952, ""drop_off"": 20.290889, ""caption"": ""The moment when he hits the ball away from the goal."", ""true_peak_start"": 25.694461999999998, ""true_peak_end"": 25.76952}]"
downloaded_clips/TZ9JbvClnZA_3671.mp4,The man throws a ball down the lane and hits several pins.,3671,The moment when the man hits several pins.,6.132457494735718,completed,,,6.856734,10.700492,10.797493,11.641617,"[{""build_up"": 6.856734, ""peak_start"": 10.700492, ""peak_end"": 10.797493, ""drop_off"": 11.641617, ""caption"": ""The moment when the man hits several pins."", ""true_peak_start"": 6.960492, ""true_peak_end"": 7.057492999999999}]"
downloaded_clips/Y39LnzOipck_13771.mp4,The man throws the ball down and hits several pins.,13771,The moment when the man hits several pins.,6.132457494735718,completed,,,13.988033,15.873749,15.995986,17.40598,"[{""build_up"": 13.988033, ""peak_start"": 15.873749, ""peak_end"": 15.995986, ""drop_off"": 17.40598, ""caption"": ""The moment when the man hits several pins."", ""true_peak_start"": 17.023749000000002, ""true_peak_end"": 17.145986}]"
downloaded_clips/3JrxcNxNMU4_16579.mp4,She pushes the blue ball through the thin white rings and the ball lightly hits the wooden pole.,16579,The moment when the hammer hits the blue ball.,6.132311582565308,completed,,,12.701146,14.821493,14.908583,18.216787,"[{""build_up"": 12.701146, ""peak_start"": 14.821493, ""peak_end"": 14.908583, ""drop_off"": 18.216787, ""caption"": ""The moment when the hammer hits the blue ball."", ""true_peak_start"": 11.141493, ""true_peak_end"": 11.228583}]"
downloaded_clips/YmhbwAv0Xbc_12532.mp4,A man lets go of the rope and hits an embankment of snow.,12532,The moment when the man hits the snow.,6.111984729766846,completed,,,13.392688,15.398731,15.721814,16.338228,"[{""build_up"": 13.392688, ""peak_start"": 15.398731, ""peak_end"": 15.721814, ""drop_off"": 16.338228, ""caption"": ""The moment when the man hits the snow."", ""true_peak_start"": 78.078731, ""true_peak_end"": 78.401814}]"
downloaded_clips/gzVpwbiB9fE_21889.mp4,He hits the ball over the net several times.,21889,The moment when he touches the ball.,6.094792127609253,completed,,,21.329395,22.351002,22.488755,23.243295,"[{""build_up"": 21.329395, ""peak_start"": 22.351002, ""peak_end"": 22.488755, ""drop_off"": 23.243295, ""caption"": ""The moment when he\u00a0touches\u00a0the\u00a0ball."", ""true_peak_start"": 23.081002, ""true_peak_end"": 23.218755}]"
downloaded_clips/G5ueYVLGtm8_39003.mp4,The woman hit again the green ball causing it to hit the small pole.,39003,The moment when the green ball hits the small pole.,6.088857650756836,completed,,,2.270863,3.590858,3.627085,6.8,"[{""build_up"": 2.270863, ""peak_start"": 3.590858, ""peak_end"": 3.627085, ""drop_off"": 6.8, ""caption"": ""The moment when the green ball hits the small pole."", ""true_peak_start"": -0.9891420000000002, ""true_peak_end"": -0.952915}]"
downloaded_clips/oEd7WT4mVSE_33276.mp4,One of the women coughs as a cloud of smoke hits her in the face.,33276,The moment when a cloud of smoke hits a woman in the face.,6.088106632232666,completed,,,10.813507,15.124353,15.821962,16.738499,"[{""build_up"": 10.813507, ""peak_start"": 15.124353, ""peak_end"": 15.821962, ""drop_off"": 16.738499, ""caption"": ""The moment when a cloud of smoke hits a woman in the face."", ""true_peak_start"": 64.194353, ""true_peak_end"": 64.891962}]"
downloaded_clips/STwMeZMg_aA_5185.mp4,"Then, the boy falls down the floor.",5185,The moment when the boy hits the floor.,6.086893558502197,completed,,,0.0,7.830486,8.407668,9.777018,"[{""build_up"": 0.0, ""peak_start"": 7.830486, ""peak_end"": 8.407668, ""drop_off"": 9.777018, ""caption"": ""The moment when the boy hits the floor."", ""true_peak_start"": 8.120486, ""true_peak_end"": 8.697668}]"
downloaded_clips/zpJ91CkCiyw_533.mp4,A person falls at the bottom of the stairs and then the light is flashing again.,533,The moment when the person hits the ground.,6.085839986801148,completed,,,11.383194,12.88895,13.179769,13.324706,"[{""build_up"": 11.383194, ""peak_start"": 12.88895, ""peak_end"": 13.179769, ""drop_off"": 13.324706, ""caption"": ""The moment when the person hits the ground."", ""true_peak_start"": 66.24895, ""true_peak_end"": 66.539769}]"
downloaded_clips/dDN37ufNu84_6120.mp4,"She then is shown holding two balls and the paddle, she hits one and and then gets another from the bin on the right.",6120,The moment when she hits one of the balls.,6.083494663238525,completed,,,26.860305,27.672661,27.672661,28.149818,"[{""build_up"": 26.860305, ""peak_start"": 27.672661, ""peak_end"": 27.672661, ""drop_off"": 28.149818, ""caption"": ""The moment when she hits one of the balls."", ""true_peak_start"": 27.922661, ""true_peak_end"": 27.922661}]"
downloaded_clips/v0NEZPgjcXI_37133.mp4,"The player controlling Roman Reigns hits a big move on his opponent, and his team comes in for a big coordinated attack.",37133,The moment when the player hits a big move on his opponent.,6.076684713363648,completed,,,20.78228,22.030196,22.215662,23.561228,"[{""build_up"": 20.78228, ""peak_start"": 22.030196, ""peak_end"": 22.215662, ""drop_off"": 23.561228, ""caption"": ""The moment when the player hits a big move on his opponent."", ""true_peak_start"": 22.200196, ""true_peak_end"": 22.385661999999996}]"
