video,caption,row_id,revised_caption,action_score,status,assigned_to,assigned_at,build_up,peak_start,peak_end,drop_off,peaks
downloaded_clips/u2329Chp6IY_10175.mp4,A green car spins around and hits a gray car.,10175,The moment when the green car hits the gray car.,6.308728694915772,completed,,,6.820593,7.577635,7.694209,10.244178,"[{""build_up"": 6.820593, ""peak_start"": 7.577635, ""peak_end"": 7.694209, ""drop_off"": 10.244178, ""caption"": ""The moment when the green car hits the gray car.""}]"
downloaded_clips/7QxUtHqQdbY_22013.mp4,He uses a large ax to chop the log.,22013,The moment when the ax hits the log.,6.305163860321045,completed,,,4.576022,6.035933,6.323922,8.010113,"[{""build_up"": 4.576022, ""peak_start"": 6.035933, ""peak_end"": 6.323922, ""drop_off"": 8.010113, ""caption"": ""The moment when the ax hits the log.""}]"
downloaded_clips/tuhHQ-lHIs4_5952.mp4,A young boy aims a dodge ball at a group of kids on the opposite side of the gym and throws the ball hitting one of them.,5952,The moment when the dodge ball hits one of the kids.,6.302093982696533,bad_quality,,,-1.0,-1.0,-1.0,-1.0,[]
downloaded_clips/rgAALWYnRrg_8420.mp4,"Then, the girl swing the bat in the air, and in the second try  she hits the piñata and break it.",8420,The moment when the girl hits the piñata and breaks it.,6.300828695297241,completed,,,15.089157,20.041449,20.068718,23.845524,"[{""build_up"": 15.089157, ""peak_start"": 20.041449, ""peak_end"": 20.068718, ""drop_off"": 23.845524, ""caption"": ""The moment when the girl hits the pi\u00f1ata and breaks it.""}]"
downloaded_clips/iiqaJGokpEw_25534.mp4,"He then swings a bat at a pinata, missing and hitting the woman behind him in the head.",25534,The moment when the man hits the woman in the head.,6.299554109573364,completed,,,10.472462,14.091217,14.304818,16.562377,"[{""build_up"": 10.472462, ""peak_start"": 14.091217, ""peak_end"": 14.304818, ""drop_off"": 16.562377, ""caption"": ""The moment when the man hits the woman in the head.""}]"
downloaded_clips/nfjIQXyL7_Y_19085.mp4,A man on the play set walks to the boy and hits the boy camouflage in the head with a chair.,19085,The moment when the man hits the boy with a chair.,6.291186332702637,completed,,,1.721345,7.386044,7.417304,11.633333,"[{""build_up"": 1.721345, ""peak_start"": 7.386044, ""peak_end"": 7.417304, ""drop_off"": 11.633333, ""caption"": ""The moment when the man hits the boy with a chair.""}]"
downloaded_clips/sVk-Br0zfkA_35653.mp4,She throws the dart onto the board which is show up close.,35653,The moment when the dart hits the board.,6.28933310508728,completed,,,0.066943,3.25983,3.453106,4.389848,"[{""build_up"": 0.066943, ""peak_start"": 3.25983, ""peak_end"": 3.453106, ""drop_off"": 4.389848, ""caption"": ""The moment when the dart hits the board.""}]"
downloaded_clips/rWQz-EwA4EA_9370.mp4,He is throwing putty onto a wall in front of him.,9370,The moment when the putty hits the wall.,6.279955387115479,bad_quality,,,-1.0,-1.0,-1.0,-1.0,[]
downloaded_clips/CaQkeVwKiUs_28217.mp4,From behind a suited black man walks behind them and he hits the taller guy in the head and they begin talking to the shorter man.,28217,The moment when the suited black man hits the taller guy in the head.,6.2792816162109375,completed,,,4.992227,9.225492,9.315124,10.996225,"[{""build_up"": 4.992227, ""peak_start"": 9.225492, ""peak_end"": 9.315124, ""drop_off"": 10.996225, ""caption"": ""The moment when the suited black man hits the taller guy in the head.""}]"
downloaded_clips/r1ZhBGLfRWY_31507.mp4,Instead he hits a girl in the face.,31507,The moment when he hits a girl in the arm.,6.277543544769287,completed,,,5.092227,7.067389,7.320401,9.66357,"[{""build_up"": 5.092227, ""peak_start"": 7.067389, ""peak_end"": 7.320401, ""drop_off"": 9.66357, ""caption"": ""The moment when he hits a girl in the arm.""}]"
downloaded_clips/--0edUL8zmA_15504.mp4,The player aims directly at one of his opponents and hits him on his leg.,15504,The moment when the player hits his opponent on the leg.,6.269420385360718,completed,,,26.334426,27.45429,27.508541,27.697556,"[{""build_up"": 26.334426, ""peak_start"": 27.45429, ""peak_end"": 27.508541, ""drop_off"": 27.697556, ""caption"": ""The moment when the player hits his opponent on the leg.""}]"
downloaded_clips/rmaHl5HTcwE_1145.mp4,A person's hand takes off the darts and more darts are shown hitting the board.,1145,The moment when the hand grabs the darts.,6.268613576889038,completed,,,3.076599,12.317438,12.526025,14.858519,"[{""build_up"": 3.076599, ""peak_start"": 12.317438, ""peak_end"": 12.526025, ""drop_off"": 14.858519, ""caption"": ""The moment when the hand grabs the darts.""}]"
downloaded_clips/NURr5XJcwFs_29487.mp4,Other friends join her as she is guided to the box pinata and hits it trying to break it open.,29487,The moment when she hits the pinata trying to break it open.,6.266344785690308,bad_quality,,,-1.0,-1.0,-1.0,-1.0,[]
downloaded_clips/_i6kvwg1Oyo_7899.mp4,Darts are thrown into the piece of paper.,7899,The moment when a dart hits the piece of paper.,6.261504650115967,bad_quality,,,-1.0,-1.0,-1.0,-1.0,[]
downloaded_clips/zpJ91CkCiyw_26242.mp4,A man falls on the railing.,26242,The moment when the man hits the railing.,6.260493278503418,bad_quality,,,-1.0,-1.0,-1.0,-1.0,[]
downloaded_clips/PagM71op4HU_22954.mp4,The dart flies through the air and hits the wall.,22954,The moment when the dart hits the wall.,6.25947117805481,bad_quality,,,-1.0,-1.0,-1.0,-1.0,[]
downloaded_clips/vGcH8N8sJlM_3330.mp4,"Suddenly,another boy has a large dodge ball like item that he hits and but then it hits the peg it is the actual ball.",3330,The moment when the blue ball hits the stick.,6.257445573806763,completed,,,8.479543,12.351748,12.407568,12.690574,"[{""build_up"": 8.479543, ""peak_start"": 12.351748, ""peak_end"": 12.407568, ""drop_off"": 12.690574, ""caption"": ""The moment when the blue ball hits the stick.""}]"
downloaded_clips/RYv3eIxMouY_4482.mp4,He then moves it to the right side and begins to hit the pinata ferociously.,4482,The moment when the person hits the pinata ferociously.,6.25739336013794,completed,,,5.37157,7.518624,7.566127,8.859244,"[{""build_up"": 5.37157, ""peak_start"": 7.518624, ""peak_end"": 7.566127, ""drop_off"": 8.859244, ""caption"": ""The moment when the person hits the pinata ferociously.""}]"
downloaded_clips/KgGQ6dHKl8U_14645.mp4,He mounts off the horse and hits the cow several times.,14645,The moment when he slams the black cow on the ground.,6.252286434173584,completed,,,4.541521,15.175038,15.505001,20.377033,"[{""build_up"": 4.541521, ""peak_start"": 15.175038, ""peak_end"": 15.505001, ""drop_off"": 20.377033, ""caption"": ""The moment when he slams the black cow on the ground.""}]"
downloaded_clips/CaQkeVwKiUs_14162.mp4,The black man then takes the head and bowls with it by rolling it down the alley where it hits the pins and then rolls back in the return where the man retrieves the head again but drops it again.,14162,The moment when the head hits the pins.,6.251828670501709,completed,,,8.412156,12.654202,12.860159,13.889925,"[{""build_up"": 8.412156, ""peak_start"": 12.654202, ""peak_end"": 12.860159, ""drop_off"": 13.889925, ""caption"": ""The moment when the head hits the pins.""}]"
downloaded_clips/mjKcoY18QG0_21109.mp4,"Once Deniro leaves,the gambler then grabs the phone off the wall,hits the owner and proceeds back to the table to continue gambling.",21109,The moment when the gambler hits the owner with a telephone.,6.247947692871094,completed,,,5.835001,6.58126,6.597759,7.211918,"[{""build_up"": 5.835001, ""peak_start"": 6.58126, ""peak_end"": 6.597759, ""drop_off"": 7.211918, ""caption"": ""The moment when the gambler hits the owner with a telephone.""}]"
downloaded_clips/ssHXm1LqovI_39454.mp4,One of the players falls to the floor with another making a gesture in the background.,39454,The moment when the player hits the floor.,6.239965438842773,completed,,,4.342556,5.542604,5.963795,5.963795,"[{""build_up"": 4.342556, ""peak_start"": 5.542604, ""peak_end"": 5.963795, ""drop_off"": 5.963795, ""caption"": ""The moment when the player hits the floor.""}]"
downloaded_clips/Hh7aXAtWsXg_21653.mp4,A woman is see laughing with a group of people and one man hitting the other.,21653,The moment when the man hits the other person.,6.235229015350342,bad_quality,,,-1.0,-1.0,-1.0,-1.0,[]
downloaded_clips/FExyWFc1nU0_13404.mp4,The bull falls sideways on the dirt.,13404,The moment when the bull hits the dirt.,6.233672618865967,completed,,,0.0,7.232481,7.39396,7.39396,"[{""build_up"": 0.0, ""peak_start"": 7.232481, ""peak_end"": 7.39396, ""drop_off"": 7.39396, ""caption"": ""The moment when the bull hits the dirt.""}]"
downloaded_clips/FNHoSA0hLgM_32014.mp4,They hit the ball back and forth against the wall.,32014,The moment when the ball hits the wall.,6.23111629486084,bad_quality,,,-1.0,-1.0,-1.0,-1.0,[]
downloaded_clips/dVLIfsEMD8Y_36864.mp4,A man is throwing darts on to a dart board.,36864,The moment when the man's dart hits the dart board.,6.229248762130737,completed,,,1.399568,6.062914,6.116349,8.942267,"[{""build_up"": 1.399568, ""peak_start"": 6.062914, ""peak_end"": 6.116349, ""drop_off"": 8.942267, ""caption"": ""The moment when the man's dart hits the dart board.""}]"
downloaded_clips/nfjIQXyL7_Y_12687.mp4,We see a boy in camouflage sitting on the shoulders of another boy and hitting him in the head.,12687,The moment when the boy lands on the ground.,6.224050283432007,completed,,,8.184369,9.885614,10.064985,11.633333,"[{""build_up"": 8.184369, ""peak_start"": 9.885614, ""peak_end"": 10.064985, ""drop_off"": 11.633333, ""caption"": ""The moment when the boy lands on the ground.""}]"
downloaded_clips/STAvUAslEYM_3517.mp4,A man falls down trying to kick the ball.,3517,The moment when the red man hits the ground,6.219385385513306,completed,,,13.653553,14.790144,14.846321,15.636003,"[{""build_up"": 13.653553, ""peak_start"": 14.790144, ""peak_end"": 14.846321, ""drop_off"": 15.636003, ""caption"": ""The moment when the red man hits the ground""}]"
downloaded_clips/E1AVyl1RwF8_37472.mp4,One man is seen holding boxing gloves and hitting a man standing in front of him.,37472,The moment when the man kicks the other man.,6.21625828742981,completed,,,4.265739,5.063879,5.123647,6.352343,"[{""build_up"": 4.265739, ""peak_start"": 5.063879, ""peak_end"": 5.123647, ""drop_off"": 6.352343, ""caption"": ""The moment when the man kicks the other man.""}]"
downloaded_clips/moUL_qLnNDM_15396.mp4,A bomb comes out of the sky and hits the dog.,15396,The moment when the bomb hits the dog.,6.214789152145386,completed,,,1.078376,3.238303,3.474527,4.8,"[{""build_up"": 1.078376, ""peak_start"": 3.238303, ""peak_end"": 3.474527, ""drop_off"": 4.8, ""caption"": ""The moment when the bomb hits the dog.""}]"
downloaded_clips/jcQy1x8lDaQ_26368.mp4,"The third time when he returns, he throws the ball and hits a strike one more time.",26368,The moment when he rolls the bowling ball.,6.214003801345825,completed,,,11.607205,20.428862,20.525993,22.047124,"[{""build_up"": 11.607205, ""peak_start"": 20.428862, ""peak_end"": 20.525993, ""drop_off"": 22.047124, ""caption"": ""The moment when he rolls the bowling ball.""}]"
downloaded_clips/9_wuEvN2OnQ_24210.mp4,She is hitting the shuttle cock.,24210,The moment when she hits the shuttlecock.,6.211245775222778,bad_quality,,,-1.0,-1.0,-1.0,-1.0,[]
downloaded_clips/XCXcwMyrqYM_13717.mp4,The man hits his last target and walks away.,13717,The moment when the man hits his last target.,6.211028337478638,completed,,,9.402961,20.679836,20.803947,22.066984,"[{""build_up"": 9.402961, ""peak_start"": 20.679836, ""peak_end"": 20.803947, ""drop_off"": 22.066984, ""caption"": ""The moment when the man hits his last target.""}]"
downloaded_clips/pgBfTJzVB98_18784.mp4,He makes a bulls eye on the dart board.,18784,The moment when the person throws the dart.,6.205113887786865,completed,,,0.0,1.094463,1.30542,5.227696,"[{""build_up"": 0.0, ""peak_start"": 1.094463, ""peak_end"": 1.30542, ""drop_off"": 5.227696, ""caption"": ""The moment when the person throws the dart.""}]"
downloaded_clips/6HmKyms-U2s_29150.mp4,The boy in brown hits a back hand which goes on the other side Then the boy in red gives the ball to the other player who again serves.,29150,The moment when the boy swings the tennis racket.,6.201297283172607,completed,,,0.0,0.875441,0.979374,2.808537,"[{""build_up"": 0.0, ""peak_start"": 0.875441, ""peak_end"": 0.979374, ""drop_off"": 2.808537, ""caption"": ""The moment when the boy swings the tennis racket.""}]"
downloaded_clips/l4C-l6XeNRc_7529.mp4,The boy almost hits a tree in the tractor.,7529,The moment when the boy almost hits a tree in the tractor.,6.194429397583008,bad_quality,,,-1.0,-1.0,-1.0,-1.0,[]
downloaded_clips/InavXU3iWBE_21884.mp4,One of the men lays down and the other man hits him.,21884,The moment when the man falls to the ground.,6.193915843963623,completed,,,0.998933,6.955077,7.219573,11.314755,"[{""build_up"": 0.998933, ""peak_start"": 6.955077, ""peak_end"": 7.219573, ""drop_off"": 11.314755, ""caption"": ""The moment when the man falls to the ground.""}]"
downloaded_clips/kH50-giCeDM_3269.mp4,"The men do rock paper scissors and the right man hits the left with a rock, takes the beer and walks off.",3269,The moment when the man hits the ground.,6.193243503570557,completed,,,2.22124,13.210562,13.314719,15.614076,"[{""build_up"": 2.22124, ""peak_start"": 13.210562, ""peak_end"": 13.314719, ""drop_off"": 15.614076, ""caption"": ""The moment when the man hits the ground.""}]"
downloaded_clips/Lb43_7s9t7E_24182.mp4,One man actually hits another one.,24182,The moment when one man hits another one.,6.190214395523071,bad_quality,,,-1.0,-1.0,-1.0,-1.0,[]
downloaded_clips/UMhZGJqeSuU_16186.mp4,"The crowd cheers, and one of the players hits his knees.",16186,The moment when the player catches the ball.,6.184710502624512,completed,,,5.627636,7.625773,7.722796,8.474656,"[{""build_up"": 5.627636, ""peak_start"": 7.625773, ""peak_end"": 7.722796, ""drop_off"": 8.474656, ""caption"": ""The moment when the player catches the ball.""}]"
downloaded_clips/Gg8Ha8OPtZ0_34578.mp4,The boy in the red shirt bowls with a large green ball and hits a strike.,34578,The moment when the boy hits a strike.,6.184171199798584,completed,,,0.0,3.059709,3.478673,5.771928,"[{""build_up"": 0.0, ""peak_start"": 3.059709, ""peak_end"": 3.478673, ""drop_off"": 5.771928, ""caption"": ""The moment when the boy hits a strike.""}]"
downloaded_clips/IiCN1md2MV4_34002.mp4,The man on front hits the ball to the wall.,34002,The moment when the man hits the ball to the wall.,6.182065486907959,bad_quality,,,-1.0,-1.0,-1.0,-1.0,[]
downloaded_clips/ZvVnXvKlKbQ_13454.mp4,Bowling pins are getting hit with bowling ball.,13454,The moment when the bowling ball hits the pins.,6.170157909393311,completed,,,11.946364,13.776448,14.083778,15.616713,"[{""build_up"": 11.946364, ""peak_start"": 13.776448, ""peak_end"": 14.083778, ""drop_off"": 15.616713, ""caption"": ""The moment when the bowling ball hits the pins.""}]"
downloaded_clips/1LdbczjQPII_16221.mp4,A man throws a bowling ball up a hill and it rolls back down and hits pins.,16221,The moment when the bowling ball hits the pins.,6.170157909393311,completed,,,0.0,2.730698,2.842103,3.947632,"[{""build_up"": 0.0, ""peak_start"": 2.730698, ""peak_end"": 2.842103, ""drop_off"": 3.947632, ""caption"": ""The moment when the bowling ball hits the pins.""}]"
downloaded_clips/QKEFacWrn_8_29425.mp4,"A man is in a skateboard track, then he throws a bowling ball that goes around and hits the pins.",29425,The moment when the bowling ball knocks over the pins.,6.170157909393311,completed,,,7.159263,18.237089,18.340269,22.420427,"[{""build_up"": 7.159263, ""peak_start"": 18.237089, ""peak_end"": 18.340269, ""drop_off"": 22.420427, ""caption"": ""The moment when the bowling ball knocks over the pins.""}]"
downloaded_clips/bqnRA6rZcqs_32104.mp4,A man falls down in a room.,32104,The moment when the man hits the ground in a room.,6.165219783782959,bad_quality,,,-1.0,-1.0,-1.0,-1.0,[]
downloaded_clips/2Vf8yqNHaGM_5528.mp4,"He tries to hit the Batman pinata hanging, he missed then he hit him, he go around the pinata to hit it.",5528,The moment when he hits the pinata.,6.161056995391846,completed,,,0.0,1.962834,2.060157,2.795897,"[{""build_up"": 0.0, ""peak_start"": 1.962834, ""peak_end"": 2.060157, ""drop_off"": 2.795897, ""caption"": ""The moment when he hits the pinata.""}]"
downloaded_clips/a74RMGL_c8E_1628.mp4,"It goes into the goal and hits the goalie in the face and the crowd cheers, throwing their hands in the air.",1628,The moment when the ball hits the goalie in the face.,6.157953500747681,bad_quality,,,-1.0,-1.0,-1.0,-1.0,[]
downloaded_clips/dDN37ufNu84_16486.mp4,"She explains that she is going to show how to put a spin on the ball, and a yellow ball is shown hitting the table in a spin.",16486,The moment when the yellow ball hits the table in a spin.,6.157827615737915,completed,,,10.522958,13.172961,13.198804,13.471792,"[{""build_up"": 10.522958, ""peak_start"": 13.172961, ""peak_end"": 13.198804, ""drop_off"": 13.471792, ""caption"": ""The moment when the yellow ball hits the table in a spin.""}]"
downloaded_clips/PWriIL3pTWY_17728.mp4,The man in the pink suit falls down.,17728,The moment when the man gets hit by the trash can.,6.153455257415772,completed,,,7.910105,9.828609,9.85282,11.358487,"[{""build_up"": 7.910105, ""peak_start"": 9.828609, ""peak_end"": 9.85282, ""drop_off"": 11.358487, ""caption"": ""The moment when the man gets hit by the trash can.""}]"
downloaded_clips/70bS0DkAeDo_1849.mp4,He drops the barbell hard onto the ground.,1849,The moment when the barbell hits the ground.,6.153420209884644,completed,,,7.608736,10.756958,10.79121,11.136289,"[{""build_up"": 7.608736, ""peak_start"": 10.756958, ""peak_end"": 10.79121, ""drop_off"": 11.136289, ""caption"": ""The moment when the barbell hits the ground.""}]"
downloaded_clips/4_MR2Tpc7SM_24010.mp4,A man is seen bending down while holding a crochet bat and hitting a ball through a hole.,24010,The moment when the man hits the ball through the hole.,6.146751165390015,bad_quality,,,-1.0,-1.0,-1.0,-1.0,[]
downloaded_clips/h5fX5z-unJc_3480.mp4,The man playing pool hits the balls as he continues playing the game.,3480,The moment when the man hits the white ball.,6.145413637161255,completed,,,6.403972,8.053113,8.108085,8.664591,"[{""build_up"": 6.403972, ""peak_start"": 8.053113, ""peak_end"": 8.108085, ""drop_off"": 8.664591, ""caption"": ""The moment when the man hits the white ball.""}]"
downloaded_clips/xmStXpxlG_I_15390.mp4,A toddler hits a piñata with a bat while it is spinning.,15390,The moment when the toddler hits the piñata with a bat.,6.144545316696167,completed,,,2.545417,3.807258,4.035205,4.873866,"[{""build_up"": 2.545417, ""peak_start"": 3.807258, ""peak_end"": 4.035205, ""drop_off"": 4.873866, ""caption"": ""The moment when the toddler hits the pi\u00f1ata with a bat.""}]"
downloaded_clips/N6ERAg1EKcc_29350.mp4,A man helps a small boy hit a pinata with a green bat.,29350,The moment when the boy hits the pinata with a green bat.,6.142690658569336,completed,,,3.126222,8.403026,8.597232,10.516766,"[{""build_up"": 3.126222, ""peak_start"": 8.403026, ""peak_end"": 8.597232, ""drop_off"": 10.516766, ""caption"": ""The moment when the boy hits the pinata with a green bat.""}]"
downloaded_clips/-FbWTFJ3kV0_39851.mp4,The person at the front of the boat is leaning off to the side and is seemingly hitting the water.,39851,The moment when the person hits the water.,6.139941930770874,bad_quality,,,-1.0,-1.0,-1.0,-1.0,[]
downloaded_clips/uR-o9wILN6U_32210.mp4,The man in blue shirt with cap is hitting the thick rope.,32210,The moment when the man hits the thick rope.,6.138985633850098,completed,,,16.26755,17.000946,17.096453,20.880096,"[{""build_up"": 16.26755, ""peak_start"": 17.000946, ""peak_end"": 17.096453, ""drop_off"": 20.880096, ""caption"": ""The moment when the man hits the thick rope.""}]"
downloaded_clips/539ByIcbUPs_20790.mp4,She breaks ice cubes by hitting them with a spoon.,20790,The moment when the ice cube breaks as she hits it with a spoon.,6.137399911880493,completed,,,7.86951,8.070291,8.166277,8.374788,"[{""build_up"": 7.86951, ""peak_start"": 8.070291, ""peak_end"": 8.166277, ""drop_off"": 8.374788, ""caption"": ""The moment when the ice cube breaks as she hits it with a spoon.""}]"
downloaded_clips/CEEJ1gzdmAk_31404.mp4,A player gets knocked to the ice and his helmet too.,31404,The moment when the player hits the ice.,6.136280536651611,completed,,,5.174725,7.308764,7.696881,10.339999,"[{""build_up"": 5.174725, ""peak_start"": 7.308764, ""peak_end"": 7.696881, ""drop_off"": 10.339999, ""caption"": ""The moment when the player hits the ice.""}]"
downloaded_clips/nKPkHO9ajs8_37830.mp4,He hits a ball away from the goal.,37830,The moment when he hits the ball away from the goal.,6.134766340255737,completed,,,18.654158,19.244462,19.31952,20.290889,"[{""build_up"": 18.654158, ""peak_start"": 19.244462, ""peak_end"": 19.31952, ""drop_off"": 20.290889, ""caption"": ""The moment when he hits the ball away from the goal.""}]"
downloaded_clips/TZ9JbvClnZA_3671.mp4,The man throws a ball down the lane and hits several pins.,3671,The moment when the man hits several pins.,6.132457494735718,completed,,,6.856734,10.700492,10.797493,11.641617,"[{""build_up"": 6.856734, ""peak_start"": 10.700492, ""peak_end"": 10.797493, ""drop_off"": 11.641617, ""caption"": ""The moment when the man hits several pins.""}]"
downloaded_clips/Y39LnzOipck_13771.mp4,The man throws the ball down and hits several pins.,13771,The moment when the man hits several pins.,6.132457494735718,completed,,,13.988033,15.873749,15.995986,17.40598,"[{""build_up"": 13.988033, ""peak_start"": 15.873749, ""peak_end"": 15.995986, ""drop_off"": 17.40598, ""caption"": ""The moment when the man hits several pins.""}]"
downloaded_clips/3JrxcNxNMU4_16579.mp4,She pushes the blue ball through the thin white rings and the ball lightly hits the wooden pole.,16579,The moment when the hammer hits the blue ball.,6.132311582565308,completed,,,12.701146,14.821493,14.908583,18.216787,"[{""build_up"": 12.701146, ""peak_start"": 14.821493, ""peak_end"": 14.908583, ""drop_off"": 18.216787, ""caption"": ""The moment when the hammer hits the blue ball.""}]"
downloaded_clips/YmhbwAv0Xbc_12532.mp4,A man lets go of the rope and hits an embankment of snow.,12532,The moment when the man hits the snow.,6.111984729766846,completed,,,13.392688,15.398731,15.721814,16.338228,"[{""build_up"": 13.392688, ""peak_start"": 15.398731, ""peak_end"": 15.721814, ""drop_off"": 16.338228, ""caption"": ""The moment when the man hits the snow.""}]"
downloaded_clips/7lwrP2ma2TU_4247.mp4,"Three small boards are fix on the ground, suddenly and arrow hits one board.",4247,The moment when an arrow hits one board.,6.102764368057251,bad_quality,,,-1.0,-1.0,-1.0,-1.0,[]
downloaded_clips/2mXGnG6ZBDA_5750.mp4,A girl wearing a white blouse swings a wooden bat at a pinata.,5750,The moment when the girl hits the pinata with the bat.,6.098548650741577,bad_quality,,,-1.0,-1.0,-1.0,-1.0,[]
downloaded_clips/jTMdMnbW9OI_21836.mp4,He falls to the floor.,21836,The moment when he hits the floor.,6.095003843307495,bad_quality,,,-1.0,-1.0,-1.0,-1.0,[]
downloaded_clips/gzVpwbiB9fE_21889.mp4,He hits the ball over the net several times.,21889,The moment when he touches the ball.,6.094792127609253,completed,,,21.329395,22.351002,22.488755,23.243295,"[{""build_up"": 21.329395, ""peak_start"": 22.351002, ""peak_end"": 22.488755, ""drop_off"": 23.243295, ""caption"": ""The moment when he\u00a0touches\u00a0the\u00a0ball.""}]"
downloaded_clips/G5ueYVLGtm8_39003.mp4,The woman hit again the green ball causing it to hit the small pole.,39003,The moment when the green ball hits the small pole.,6.088857650756836,completed,,,2.270863,3.590858,3.627085,6.8,"[{""build_up"": 2.270863, ""peak_start"": 3.590858, ""peak_end"": 3.627085, ""drop_off"": 6.8, ""caption"": ""The moment when the green ball hits the small pole.""}]"
downloaded_clips/oEd7WT4mVSE_33276.mp4,One of the women coughs as a cloud of smoke hits her in the face.,33276,The moment when a cloud of smoke hits a woman in the face.,6.088106632232666,completed,,,10.813507,15.124353,15.821962,16.738499,"[{""build_up"": 10.813507, ""peak_start"": 15.124353, ""peak_end"": 15.821962, ""drop_off"": 16.738499, ""caption"": ""The moment when a cloud of smoke hits a woman in the face.""}]"
downloaded_clips/STwMeZMg_aA_5185.mp4,"Then, the boy falls down the floor.",5185,The moment when the boy hits the floor.,6.086893558502197,completed,,,0.0,7.830486,8.407668,9.777018,"[{""build_up"": 0.0, ""peak_start"": 7.830486, ""peak_end"": 8.407668, ""drop_off"": 9.777018, ""caption"": ""The moment when the boy hits the floor.""}]"
downloaded_clips/zpJ91CkCiyw_533.mp4,A person falls at the bottom of the stairs and then the light is flashing again.,533,The moment when the person hits the ground.,6.085839986801148,completed,,,11.383194,12.88895,13.179769,13.324706,"[{""build_up"": 11.383194, ""peak_start"": 12.88895, ""peak_end"": 13.179769, ""drop_off"": 13.324706, ""caption"": ""The moment when the person hits the ground.""}]"
downloaded_clips/dDN37ufNu84_6120.mp4,"She then is shown holding two balls and the paddle, she hits one and and then gets another from the bin on the right.",6120,The moment when she hits one of the balls.,6.083494663238525,completed,,,26.860305,27.672661,27.672661,28.149818,"[{""build_up"": 26.860305, ""peak_start"": 27.672661, ""peak_end"": 27.672661, ""drop_off"": 28.149818, ""caption"": ""The moment when she hits one of the balls.""}]"
downloaded_clips/rulzKikXMHo_7124.mp4,The male falls to the ground.,7124,The moment when the male hits the ground.,6.083373069763184,bad_quality,,,-1.0,-1.0,-1.0,-1.0,[]
